,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate_init,param_hidden_layer_sizes,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,190.93999404907225,79.36352862502814,0.7093458652496338,0.32655998989731844,0.01,"(128, 128)","{'learning_rate_init': 0.01, 'hidden_layer_sizes': (128, 128)}",0.9793899422918384,0.992326716976346,0.9938698289893674,0.9935526148902888,0.9941867839174735,0.9906651774130628,0.005672749598590721,2
1,136.39543175697327,23.283982198201766,0.10890469551086426,0.0106601580485182,0.01,"(32, 16)","{'learning_rate_init': 0.01, 'hidden_layer_sizes': (32, 16)}",0.9486968101972224,0.9745914980869639,0.9764728264316063,0.9789455882974676,0.9803196211897011,0.9718052688405923,0.01172201677205856,6
2,205.03308453559876,53.12598266231816,0.36472339630126954,0.06323266062203987,0.001,"(128, 128)","{'learning_rate_init': 0.001, 'hidden_layer_sizes': (128, 128)}",0.9743589743589743,0.9958568499376413,0.996427589997252,0.9955185388745613,0.9966811820910667,0.991768627051899,0.00871447697419109,1
3,141.3909498691559,43.11605109492848,0.22814087867736815,0.03976750551511105,0.01,"(64, 32)","{'learning_rate_init': 0.01, 'hidden_layer_sizes': (64, 32)}",0.9701524087344368,0.9893461855539349,0.9886697528906927,0.9882890119646557,0.989811017629899,0.9852536753547237,0.007569004108178115,5
4,274.6356950759888,30.64356101124143,0.11485443115234376,0.03856169496311414,0.001,"(64, 32)","{'learning_rate_init': 0.001, 'hidden_layer_sizes': (64, 32)}",0.9729638319910373,0.9928974570359567,0.9937852749064621,0.9928973068955312,0.9927916120576671,0.9890670965773308,0.00805965911152049,4
5,156.64047327041627,49.84626337273234,0.4404541015625,0.19161192429522053,0.01,"(128, 128)","{'learning_rate_init': 0.01, 'hidden_layer_sizes': (128, 128)}",0.9793899422918384,0.992326716976346,0.9938698289893674,0.9935526148902888,0.9941867839174735,0.9906651774130628,0.005672749598590721,2
